label,sentiment analysis,text
0,risk,"The highly regulated and commercially competitive environment, together with the businesses’ operational complexity, exposes the Group to a number of risks. We remain focused on mitigating these risks at all levels in the business although many remain outside our control; for example, changes in government regulation, adverse weather, acts of terrorism, pandemics, fuel prices and foreign exchange. Risks are grouped into four categories: strategic, business and operational, financial, and compliance and regulatory risks. Guidance is provided below on the key risks that may threaten the Group’s business model, future performance, solvency and liquidity."
1,neural,"The perceptions of the groups of stakeholders with whom we interact bring relevant inputs to the process of identifying our challenges and opportunities. Aiming to address perceptions, a review of the relevance of the categories of stakeholders was made in 2020 – board of directors, shareholders/investors, customers, entities affiliated, government, suppliers, employees, press/media, regulatory bodies, representatives of civil society, sustainability experts and competitors, from the perspective of the Strategic Objectives (2021-2025 Strategic Map) and the results of the process carried out in 2016."
1,neural,"5. In manufacturing a product, we aim to comply with environmental laws and regulations, and moreover we set up more stringent standards to reduce the emissions of pollutants into the air, watershed and soil, and to prevent unpleasant odors, noise, vibration and land subsidence. We are constantly improving facilities, techniques and manufacturing processes to promote the targets of energy conservation, resource conservation and the reduction of industrial waste."
0,risk,"Action taken: We have met management and emphasised the financial risks associated with climate change, and have highlighted that the TCFD is a useful mechanism to assess and disclose climate-related financial risks."
1,neural,"On December 31, 2019, the Company sold its 100 per cent investment in ASHCOR Technologies Ltd. (ASHCOR), an Alberta-based company engaged in marketing coal ash and other combustion products, to ATCO Ltd. for aggregate consideration of $35 million ($20 million, net of cash disposed). The transaction resulted in no significant impact on the consolidated earnings. ASHCOR was previously reported in the Utilities, Electricity segment."
0,risk,"By their very nature, these forward-looking statements require the Bank to make assumptions and are subject to inherent risks and uncertainties, general and specific. Especially in light of the uncertainty related to the physical, financial, economic, political, and regulatory environments, such risks and uncertainties – many of which are beyond the Bank’s control and the effects of which can be difficult to predict – may cause actual results to differ materially from the expectations expressed in the forward-looking statements. Risk factors that could cause, individually or in the aggregate, such differences include: strategic, credit, market (including equity, commodity, foreign exchange, interest rate, and credit spreads), operational (including technology, cyber security, and infrastructure), model, insurance, liquidity, capital adequacy, legal, regulatory compliance and conduct, reputational, environmental and social, and other risks. Examples of such risk factors include the economic, financial, and other impacts of the COVID-19 pandemic; general business and economic conditions in the regions in which the Bank operates; geopolitical risk; the ability of the Bank to execute on long-term strategies and shorter-term key strategic priorities, including the successful completion of acquisitions and dispositions, business retention plans, and strategic plans; technology and cyber security risk (including cyber-attacks or data security breaches) on the Bank’s information technology, internet, network access or other voice or data communications systems or services; model risk; fraud to which the Bank is exposed; the failure of third parties to comply with their obligations to the Bank or its affiliates, including relating to the care and control of information, and other risks arising from the Bank’s use of third-party service providers; the impact of new and changes to, or application of, current laws and regulations, including without limitation tax laws, capital guidelines and liquidity regulatory guidance and the Bank recapitalization “bail-in” regime; regulatory oversight and compliance risk; increased competition from incumbents and new entrants (including Fintechs and big technology competitors); shifts in consumer attitudes and disruptive technology; environmental and social risk; exposure related to significant litigation and regulatory matters; ability of the Bank to attract, develop, and retain key talent; changes to the Bank’s credit ratings; changes in currency and interest rates (including the possibility of negative interest rates); increased funding costs and market volatility due to market illiquidity and competition for funding; Interbank Offered Rate (IBOR) transition risk; critical accounting estimates and changes to accounting standards, policies, and methods used by the Bank; existing and potential international debt crises; environmental and social risk; and the occurrence of natural and unnatural catastrophic events and claims resulting from such events. The Bank cautions that the preceding list is not exhaustive of all possible risk factors and other factors could also adversely affect the Bank’s results. For more detailed information, please refer to the “Risk Factors and Management” section of the 2020 MD&A, as may be updated in subsequently filed quarterly reports to shareholders and news releases (as applicable) related to any events or transactions discussed under the headings “Significant Events” in the relevant MD&A, which applicable releases may be found on www.td.com. All such factors should be considered carefully, as well as other uncertainties and potential events, and the inherent uncertainty of forward-looking statements, when making decisions with respect to the Bank and the Bank cautions readers not to place undue reliance on the Bank’s forward-looking statements."
1,neural,"2 ) than coal, and negligible amounts of sulphur dioxide (SO X ), nitrogen oxides (NO x ), mercury and particulates. Even though natural gas is already the cleaner option, we make every effort to reduce our energy consumption in order to minimise our carbon footprint lowest possible."
1,neural,"Our audits help us rate our suppliers according to their social and environmental compliance performance with a C-KPI and E-KPI rating tool, respectively. As we continue to increase our focus on added-value advisory services and empowerment projects, which go beyond our regular audit routine, the number of audits conducted by our own in-house team has decreased to 251 in 2020 (2019: 299). Similarly, audits conducted by third-party monitors also decreased to 612 at the end of 2020 (2019: 658)."
0,risk,"As an natural resources industry, we have a profound responsibility to address the planet’s undisputed warming and adapt to future impacts. It remains a high profile challenge across our markets Countries like India in which we are operating are predicted to experience the worst impact of climate change as it is a coal consuming economy."
0,risk,"Longer-term risk identification and assessment In addition to our inclement weather monitoring tools and processes, we are also integrating longer-term climate-related risks into our planning tools given that historical and current weather patterns are not always indicators of future conditions. Using geospatial analysis, we overlay long-term climate projections from third-party sources onto our current and future operational and network models. This analysis covers multi-year projections and probabilities over multiple climate scenarios. The models provide us with a view of the risk of the occurrence of climate- related events, including storm surge associated with hurricanes, flooding, wildfire, tornadoes and high straight-line winds. The models are periodically updated to account for changes in precipitation patterns, increasing temperatures, and sea level rise."
1,neural,"CANADIAN UTILITIES LIMITED 2020 MANAGEMENT'S DISCUSSION & ANALYSIS 56 fossil fuel-based electricity generation business in the third quarter of 2019, these contracts were accounted for as normal purchase agreements as they were with an affiliate company and the own use exemption was applied."
1,neural,"Cash used for capital investment was $912 million in the full year of 2020, $314 million lower than the same period in 2019. Lower capital spending was mainly due to lower overall capital investment in the Regulated Utilities in 2020, the completion of construction on APL in 2019, and lower capital investment in Electricity Generation due to the sale of the Canadian fossil fuel-based electricity generation business and APL in 2019."
1,neural,"Our Socioenvironmental Responsibility Policy (PRSA) guides the behavior related to the topic, considering actions with companies, governments and society in initiatives dedicated to reducing risks and taking advantage of opportunities related to environmental and social issues, including climate change, in addition to involving aspects related to the promotion of Human Rights and fundamental principles of work, the universalization of social rights and respect for diversity in business relationships."
1,neural,"The number of reports remains limited thanks to the vigilance on the part of the Construction Site Managers and the figures responsible for the inspections, including the Environmental Protection Managers, and to the greater attention paid to environmental issues by Contractors."
0,risk,Customers’ preference for environmental friendly product. Shareholders’ inclination to invest in companies with sustainable commitment. Reallocation of capitals to cleaner and greener investments by financial institutions. Significant investment into technologies and infrastructure to address climate change and to look beyond own operations. Increase in operational costs to meet regulatory requirements for GHG emissions and climate change
0,risk,"In addition to the structure to the right, P&G maintains an Enterprise Risk Management (ERM) process to identify and assess risk factors via a multi-functional team of experienced resources. Findings and recommendations made through the ERM process are reviewed with senior managers, in addition to the Company’s Board of Directors and its Audit Committee, which has oversight responsibilities. Through the process, Company leaders assess significant factors that may adversely affect our business, operations, financial position or future financial performance and includes an assessment of environmental sustainability risk factors. The Vice President of Sustainability and the Chief Sustainability Officer participate in the ERM process to provide perspective on relevant sustainability topics, including climate change."
0,risk,"There is also increased focus, including by governmental and non-governmental organizations, investors, customers and consumers on these and other environmental sustainability matters, including deforestation, land use, climate impact and water use. Our reputation could be damaged if we or others in our industry do not act, or are perceived not to act, responsibly with respect to our impact on the environment."
0,risk,"We are also exposed to the risk of higher costs, delays or even project cancellations due to increasing pressure on governments and regulators by special interest groups. Recent judicial decisions have increased the ability of special interest groups to make claims and oppose projects in regulatory and legal forums. In addition to issues raised by groups focused on particular project impacts, we and others in the energy and pipeline businesses are facing opposition from organizations opposed to oil sands development and shipment of production from oil sands regions."
1,neural,2 e reduction). We aim to set more targets for the other SDGs in due time. This will be one of the goals of our newly set up Sustainable Development Department.
2,opp,"─ Reebok Forever Floatride Grow: Forever Floatride Grow is the Reebok brand’s first plant-based performance running shoe and latest example of sustainable innovation. The shoe is made with castor beans, algae, eucalyptus trees and natural rubber and thus builds on Reebok’s Cotton + Corn lifestyle collection of footwear."
1,neural,"Nedbank participated in UNEP FI’s TCFD Phase II banking pilot. The programme empowered participants to identify, assess, and manage their climate risks and opportunities. Participating banks were led through a series of modules designed to expand their physical risk and opportunities toolkits. Nedbank has integrated lessons learned in our CRMF."
1,neural,"In producing this report, we have been guided by best practices in general sustainability reporting as well as those targeted specifically to the oil and gas industry. Among the guidelines that we have referred to are Bursa Malaysia’s Sustainability Framework, FTSE4Good Bursa Malaysia Index’s Environmental, Social and Governance (ESG) indicators, International Petroleum Industry Environmental Conservation Association’s (IPIECA) Oil and Gas Industry Guidance on Voluntary Sustainability Reporting, the Global Reporting Initiative (GRI) and Dow Jones Sustainability Index (DJSI)."
2,opp,• Transition to a low-carbon economy presents innovation opportunities to shift our business models and assets in response to climate change • Gain confidence of broader stakeholders such as general public and future talent pool who seek businesses that actively manage climate related topics • Create value for customers through safe and efficient products which support carbon footprint reduction • Operational efficiencies and cost saving through GHG reduction
1,neural,"Current carbon footprinting methods don’t do a good job of including emissions produced, or emissions saved, from use of a company’s products by customers. This means that the carbon footprint of a company can misrepresent the company’s positive and negative climate impacts. For example, the footprint of a coal mining company generally doesn’t include the emissions from the burning of its coal by its customers. And the footprint of a company manufacturing wind turbines doesn’t generally include the emissions savings enjoyed by its customers and the planet from generation of zero emissions electricity. We take these limitations of foot-printing into account when we interpret footprint data for individual investments and our broader portfolio."
0,risk,"There are significant uncertainties around the direction of public policy, developments in technology and its uptake, and the nature and severity of the physical impacts of climate change. The most significant challenge for investment decision-making is that global public policy is not aligned with the target of the Paris Agreement to restrict the global average temperature rise to well below two degrees Celsius."
1,neural,"Governance structure ⌐ A robust governance structure ensures timely and direct execution of programs that drive the achieve- ment of our set goals for 2020 as well as of our new set of targets for 2025. The head of Sustainability is responsible for the development, coordination and execution of our sustainability strategy and reports to the member of the Executive Board responsible for Global Operations. He or she also leads the sustain- ability Sponsor Board, which is composed of senior representatives from Global Brands, Global Operations, Digital, Sales, Finance, Corporate Communication, and other relevant functions across the company. The Sponsor Board ensures cross-functional alignment, transparent end-to-end management and execution of agreed-upon sustainability goals within their functions. This includes rewiewing and signing-off on policies as required. We also maintain a separate compliance function which is operated as the Social & Environmental Affairs Team (SEA) to evaluate supplier-facing social and environmental com- pliance performance and human rights impacts, reporting, through the General Counsel, to the CEO. ¬"
1,neural,"Be assured, we are not prepared to sit idly by. We are proud of our unparalleled operational expertise and innovative models for community and Indigenous partnership that define our method of operating. We are working with policy-makers and regulators to advocate for a clear path forward on economic competitiveness, environmental sustainability and social development, along with opportunities to bring Canadian resources and energy ingenuity to global markets."
2,opp,"In addition, the Queensland Government has established an $8.4 million CarbonPlus Fund administered by the department. The fund will enable greater participation by Aboriginal landholders in carbon markets, offset carbon emissions from the Queensland Government’s car fleet for two years, and incentivise carbon farming projects in Queensland by valuing environmental, social and cultural co-benefits."
0,risk,"We anticipate that the potential effects of climate change may impact the decisions and analysis the employees in our Real Estate businesses make with respect to the properties they evaluate or manage on behalf of clients since climate change considerations may impact the relative desirability of locations and the cost of operating and insuring the properties. Future legislation that requires specific performance levels for building operations could make non-compliant buildings more expensive, which could materially adversely affect investments in properties we have made on behalf of clients."
1,neural,Climate-related risks and opportunities are integrated into the Group- wide risk management process at Daimler and are reported and described separately in internal reporting to the Board of Manage- ment and Supervisory Board.
0,risk,"We have streamlined our Crisis Response and Emergency Preparedness systems, and we continuously improve our ability to rapidly mobilize and effectively respond to crises globally. We incorporate learnings from responding to extreme weather events which enables us to continue to strengthen our emergency response capabilities."
1,neural,"The commitment to the management of the socioenvironmental risk is also shown in initiatives and pacts to which we are signatories, such as the Equator Principles, Principles for Sustainable Insurance (PSI) and the Principles for Responsible Investment (PRI). See more on the Sustainability website."
0,risk,"As a natural resources industry, we have a profound responsibility to address the planet’s undisputed warming and adapt to the future impacts. It remains a high profile challenge across our markets Countries like India in which we are operating are predicted to experience the worst impact of climate change as it is a coal consuming economy."
0,risk,"Scenario analysis Means a process for identifying and assessing a potential range of outcomes of future events under conditions of uncertainty. In the case of climate change, for example, scenario analysis allows an organisation to explore and develop an understanding of how the physical and transition risks of climate change may impact its businesses, strategies, and financial performance over time."
1,neural,"Rendering of accounts to Board of Officers and Board of Directors (CA) on progress of these actions and on our socioenvironmental performance occurs on a half-annual basis. The CA is responsible for approving Corporate Strategy, which consolidates decisions about the Company’s performance in the following five years. Upon receiving the matters for deliberation, the CA discusses them and makes decisions. After approval, topics are forwarded to areas responsible for their compliance. In some cases, upon making decisions, the Board determines that periodic reports on deliberated matters must be presented to it so that it is kept informed about progress."
2,opp,"Our approach to capital expenditure has already been influenced by climate-related issues, for example through the investments we have made to reduce the overall greenhouse gas (“GHG”) emissions in our estate (see page 19). The Group is aware of the long-term benefits these investments can bring, and we intend to begin developing climate-related processes and considerations into our investment appraisal approach during 2021."
0,risk,"Liability risk associated with climate change a.s.r.’s P&C portfolio is largely made up of retail customers and SMEs. National and provincial government, authorities and energy companies, do not mesh with the a.s.r. P&C risk appetite. The underwriting of municipal liability within the Large Corporates team poses a potential risk. At present, the P&C business provides cover to 15 municipalities."
0,risk,"The impact of climate change presents a significant risk. Damage to assets caused by extreme weather events linked to climate change is becoming more evident, highlighting the fragility of global infrastructure. As an example, there is a significant risk to coastal properties as sea levels rise. In the U.S., losses are likely to be concentrated in specific regions, especially on the Southeast and Atlantic coasts."
0,risk,"In addition to the specific risks insured, the Group is exposed to losses that could arise from natural and man-made catastrophes. The main concentrations of risks arising from such potential catastrophes are regularly reported to executive management. The most important peril regions and natural catastrophes are U.S. and Caribbean tropical cyclone, Europe windstorm and California earthquake."
1,neural,"Strategy Disclose the actual and potential impacts of climate-related risks and opportunities on the organization’s businesses, strategy, and financial planning where such information is material. a) Describe the climate-related risks and opportunities the organization has identified over the short, medium, and long term."
2,opp,"FY1995 DNP wins the International Trade and Industry Minister’s Prize in the 4th Grand Prize for the Global Environment Award. (The award was established in 1991 by the Japan Industrial Journal and the Fuji Sankei Communications Group, with special support by WWF Japan and sponsorship by the Environmental Agency, the Ministry of Economy, Trade and Industry and the Japan Federation of Economic Organizations)"
1,neural,"We modeled the impact of several pathways and assumptions from IEA on our business across two Verizon GHG scenarios — a Low GHG and a High GHG Scenario. Both scenarios leveraged IEA’s outputs (such as carbon prices and changing carbon intensity of the US electricity grid), and within each, we flexed various Verizon-specific assumptions, such as electricity growth, effectiveness of our renewable energy procurement contracts, and ability to adopt EVs (based on IEA assumptions). See the Key drivers of the scenario analysis table on page 18 for a full list of drivers."
1,neural,"All our major investment proposals (more than €5 million) require a sustainability evaluation alongside the financial case. This includes assessments at different stages in the project development. At the point of application for capital, the requirements include an eco-efficiency assessment, as well as a full review of health and safety, natural resource/ raw material requirements and environmental impacts. The proposals are reviewed by subject matter experts, who give input to the Executive Committee, to provide a strong basis for the investment decision."
2,opp,"Access to financing: We continued to deliver innovative financing solutions for areas including renewable energy, water and low carbon technologies; social infrastructure; development institutions; and small business financing. Barclays delivered £21.1bn in financing for selected social and environmental segments across our business lines. This included a range of green bond transactions for corporate, supranational and municipal clients as well as lending facilities for renewable energy projects. For further information, please see our Environmental, Social, Governance (ESG) Supplement 2016 available at home.barclays/annualreport"
1,neural,"The six SDGs that respond directly to addressing climate change are: To read more about how Nedbank Group has made progress in support of the UN SDGs, readers can refer to our 2020 Society Report at nedbankgroup.co.za."
1,neural,"The board holds periodic meetings to make decisions regarding climate-related strategies and plans. The Corporate Affairs Department reports the master plan for climate change response and the emissions trading strategy. Climate change performance is reported to members of the board, such as CFO and CEO. Matters related to emissions trading are decided by introducing them at the board meeting."
0,risk,"The Company maintains in-depth emergency response measures for extreme weather events. When planning for capital investment or acquiring assets, we consider site specific climate and weather factors, such as flood plain mapping and extreme weather history."
2,opp,"We have, additionally, embarked on the New Plastics Economy (NPE), which will further contribute to reduced GHG emissions as the production of virgin-quality recycled plastic and the conversion of non-recyclable plastic into energy are less energy intensive than the manufacture of new plastic, and the creation of energy from conventional sources."
0,risk,"Modeling of long-term impacts (e.g. 2100) is a helpful tool for scenario analysis. For example, under a 40 scenario, long term impacts on food production, water scarcity, forced migrations, and flooding of coastal areas could impact the stable functioning of consumer markets and the ability of consumers to use or buy our products. These would be broad, societal impacts and not unique to P&G. As noted below, effective policy actions that limit GHG emissions and limit temperature increase to well below 20C serve to mitigate these risks, and we are supporting efforts to advance effective climate policies."
2,opp,"At DNP, we have created the Environmentally Conscious Products and Services Development Guidelines in order to create environmentally conscious products and services from the design stage, so as to reduce the environmental impact of our products and services throughout their lifecycle. • Sales of Environmentally Conscious Products and Servicess"
1,neural,"Investing in our estate and people The energy we use to power our estate also has a significant impact on our carbon footprint and the expertise of our people is an asset in managing climate- change issues because we recognise that colleagues making environmentally conscious decisions plays a part in our risk mitigation efforts. We continually invest in our estate, updating and integrating new energy-efficient features and equipment across our sites. – Our environmental management system provides a framework to help us oversee our environmental responsibilities effectively and meet our targets. Our offices are accredited to ISO 14001:2015 – an international standard. – The recent purchase of our Bristol office, The Core, saw environmental considerations central to the design. LED lighting, new chillers, heating, ventilation and an air conditioning system have made the site more energy efficient. As a result, running costs for our estate in Bristol are now 55% lower than they were in 2016. – We procure a 100% renewable electricity tariff through our partners at Engie and have done since 2014. We are in the process of applying for membership to RE100, a global initiative dedicated to accelerating a global shift in clean energy, under which we will continue our objective of sourcing 100% renewable electricity. In addition, we are increasingly enabling and encouraging flexible working and reduced business travel, leading to further reductions in Scope 3 emissions under our direct control. – Approximately 200 of our people do have jobs that require a car, and a number of others have an optional car lease benefit as part of their compensation. In August 2020, we announced an improved car scheme policy to encourage our people to make better decisions for the environment, including more hybrid and pure electric vehicle options. For cars that are company funded, the Group will also cover the costs of the installation of a charge point where an electric vehicle is chosen. – We have invested in a network of Environmental Champions across all our office sites and a growing network across our repair centres, all of whom have received accredited sustainability training. Our Environmental Champions work to engage colleagues and promote local awareness campaigns, as well as working with the local property teams to deliver local initiatives designed to reduce our environmental footprint. These initiatives are particularly focused on energy efficiency and waste. In addition to the reductions in energy usage across our estate, we also recycled 98% of our total waste in 2019 along with 100% of office waste being diverted from landfill."
1,neural,"The impact of climate change has far-reaching implications for economies and societies around the world. If left unchecked, it will have significant detrimental global impacts. The insurance industry is not immune and for general insurers there are specific risks and opportunities at play, compared to those for life insurers. We want to contribute to a long-term sustainable future and know that through our actions as a business we can contribute to climate risk mitigation."
0,risk,"Linde’s products and services, if defective or not handled or performed appropriately, may lead to personal injuries, business interruptions, environmental damages or other significant damages, which may result, among other consequences, in liability, losses, monetary penalties or compensation payments, environmental clean-up costs or other costs and expenses, exclusion from certain market sectors deemed important for future development of the business and loss of reputation. All these consequences could have a material adverse effect on Linde’s business and results of operations."
1,neural,"SPIER MOB GRAZING PROJECT The project is located on the Spier farm near Stellenbosch and involves soil-carbon enrichment. The project’s pasture management is based on the high-density grazing methodology developed in the 1980s. The presence of many animals in a small space for a short period of time means enormous amounts of manure and urine are deposited on the land, leading to healthy, robust pasture growth achieved without the application of fertilizer. Cattle are moved between four and six times per day and laying hens, accommodated in 'egg-mobiles', are moved every day. In accordance with the supply agreement, 50% of the revenue transferred from the registry to the project must be allocated directly to farm employees."
1,neural,"Our Responsibilities Our responsibility is to express a limited assurance conclusion on the Company's description of certain information on the Sustainability Report, based on the procedures we have performed. We conducted our limited assurance engagement in accordance with International Standard on Assurance Engagements 3000, Assurance Reports Other than Audits or Reviews of Historical Financial Information, issued by the International Auditing and Assurance Standards Board. That standard requires that we plan and perform our procedures to obtain limited assurance about the sustainability report. A limited assurance engagement to report on certain description of a company's sustainability report involves performing procedures to obtain evidence about the description of the company. The procedures selected depend on the practitioner's judgment, including the assessment of risks that the description is not fairly presented. Our procedures that we consider necessary include the following:"
2,opp,"We continued the work toward premium, connected and personalized experiences that enable direct relationships with our consumers. In addition to our adidas e-commerce platform, which is available in over 50 countries, our adidas app strategy continued to fuel our mobile and member focus and has reached over 40 countries across all major markets, achieving a significant share of business in the adidas digital ecosystem. The adidas app is where we amplify our key brand territories such as sustainability and innovation. It is our gateway between online and offline and it provides a premium experience with immersive storytelling, personalized content, frictionless checkout, seamless order tracking, and access to our ‘Creators Club’ membership program. Members collect points from interactions across all our touchpoints (.com, apps, retail stores), climbing up different levels and unlocking rewards including personalized experiences, such as participation into a trivia around sustainability during our first-ever ‘Creators Club’ Week to win a pair of Futurecraft.Loop, our first 100% recyclable performance running shoe. As 2020 saw the highest-ever sports engagement with our adidas Running and Training apps, these apps contribute to amplifying our purpose ‘through sport we have the power to change lives’. adidas is the only sports brand that rewards both physical and purchasing activity through membership points. The success of our Creators Club program is visible in key metrics such as increased consumer satisfaction as well as more than twice as high consumer lifetime value compared to non-members."
2,opp,"This year, we have clarified the sustainability strategy and have established the challenging goal of “2050 Carbon Neutral Growth” for the first time among Korean petrochemicals companies. In order to reduce carbon emissions more than 75% compared to BAU, we are considering diversified plans such as increase in renewable energy, conversion of raw materials, and energy efficiency. Considering climate change to be an opportunity as well as a crisis, we will respond to it by preemptively utilizing all our core competences from R&D to processing technology. In addition, we are going to develop and provide differentiated eco-friendly solutions and communicate with stakeholders transparently in order to take the initiative in resolving global climate change issues."
1,neural,"Furthermore, according to the United Nations Environment Programme's (UNEP) latest Emissions Gap Report, 1.5°C will involve “expanding renewable energy for electrification, phasing out coal for rapid decarbonisation of the energy system, decarbonising transport with a focus on electric mobility, decarbonising energy-intensive industry and avoiding future emissions, while improving energy access”;4 all very challenging actions."
0,risk,This is primarily achieved through: • Tailoring cash-flow forecasts by internalising a cost of carbon during the valuation process • Understanding the carbon footprint and carbon intensity of each portfolio • Analysing the portfolio’s exposure to stranded assets.
2,opp,"Our goal for Mercedes-Benz Cars & Vans is to make our entire new car fleet CO2-neutral by 2039. We plan to achieve this goal using a holistic approach that includes ambitious targets for all stages of automotive value creation — from the supply chain to production, the vehicle use phase, and vehicle disposal and recycling. We plan to offer our customers several electric variants in all Mercedes-Benz car segments (from the smart to large SUVs) by 2022 and to have plug-in hybrids or all-electric vehicles account for more than 50% of our car sales by 2030. By 2030, we also plan to reduce the green- house gas emissions of the new vehicle fleet during the vehicle use phase (“well-to-wheel”) by more than 40% as compared to 2018. This target has been confirmed by the Science Based Targets Initiative (SBTI)."
0,risk,"Energy is the single largest cost item in the production and distribution of industrial gases. Most of Linde’s energy requirements are in the form of electricity, natural gas and diesel fuel for distribution. Linde attempts to minimize the financial impact of variability in these costs through the management of customer contracts and reducing demand through operational productivity and energy efficiency. Large customer contracts typically have escalation and pass-through clauses to recover energy and feedstock costs. Such attempts may not successfully mitigate cost variability, which could negatively impact Linde’s financial condition or results of operations. The supply of energy has not been a significant issue in the geographic areas where Linde conducts business. However, regional energy conditions are unpredictable and may pose future risk."
1,neural,"Inherent Limitations of the Sustainability Report LG Chem's sustainability report is prepared to meet the common needs of a broad range of users and may not, therefore, include every aspect of the sustainability reporting that each individual user may consider important in its own particular environment. Due to inherent limitation of internal controls, controls at the Company may not prevent, or detect and correct, all errors or omissions in processing or reporting transactions related to the sustainability report. Also, the projection of any conclusion on a sustainability report to future periods is subject to the risk that controls at the company may become inadequate or fail."
1,neural,"Our sustainability efforts are underpinned by strong corporate governance, which we continue to reinforce in line with recommendations of the Malaysian Code on Corporate Governance 2017 (MCCG 2017). This saw us set up a new Board Risk Committee to further enhance our risk oversight, adding to the existing Board Audit Committee and Nomination and Remuneration Committee. The Board as a whole comprises four Independent Non-Executive Directors (INEDs), who make up 50% of its composition, two of whom are foreign Directors. On a related note, I represented the Group in signing an Integrity Pact with the Malaysian Anti-Corruption Commission (MACC), underlining our commitment to observing integrity in all our dealings with stakeholders."
1,neural,"To help develop climate thinking across the investment industry, members of our team sit on various industry bodies, including: • The IIGCC Scenario Analysis Working Group and IIGCC Shareholder Resolutions Sub-Group (iigcc.org) • Investment Association Climate Change Working Group (theia.org) • The Science Based Targets Initiative Expert Advisory Group (sciencebasedtargets.org) • The Climate Disclosure Standards Board Technical Working Group (cdsb.net) • CDP Investor Signatory (cdp.net) • Transition Pathways Initiative Signatory (transitionpathwayinitiative.org)"
0,risk,"Our responsible sourcing commitment also includes the commitment to set a carbon footprint target for raw-material-related emissions. Reducing agriculture’s carbon footprint is central to limiting climate change, as the global food system, from fertilizer manufacture to food storage and packaging, is responsible for up to one-third of all human-caused greenhouse-gas emissions. At the same time, climate change is expected to have a negative impact on agricultural productivity due to increases in extreme weather events – including extreme heat and drought as well as more variable rainfall patterns."
2,opp,"Driving environmental sustainability: To address growing environmental concerns, in 2016 we financed more than $17.6 billion in renewable energy, clean technology, “green” building construction, sustainable agriculture, and other environmentally sustainable businesses. In addition, our goal is to donate $65 million to nonprofits, universities, and other organizations driving clean technology, community resiliency, and environmental education from 2016 through 2020."
1,neural,"We recognise that there is strong empirical evidence and scientific consensus that human activities are causing an increase in global temperatures which, if left unchecked, will have a significant detrimental global impact. That is why we have put sustainability at the heart of how we think about our business, through our Vision and Purpose. We are working to build on our success to date, be more ambitious and fully embed the principles of sustainability into our business strategy."
2,opp,"Innovation and Digital Two enablers will set us up for success. The first is applying a mindset of deep and broad innovation across all dimensions of our business. The second is using the speed and agility of Digital throughout our entire value chain. These enablers will be particularly powerful when it comes to executing on the three strategic focus areas – Credibility, Experience, and Sustainability – that support us in intensifying our focus on the consumer and driving growth."
2,opp,"For example, the E-FACE fund, which was created in 2016 and receives €2 million each year, will finance the cost differential between a traditional solution and an alternative, low-carbon solution for all the Group’s eligible commercial projects from 2017. This fund constitutes an important source of financing for Group efforts to reduce the carbon footprint of its projects. Other benefits include the detailed identification of low carbon materials, products and processes that can easily replace carbon solutions, and the monitoring of carbon levels in purchases for accounting purposes."
1,neural,"AXA decided two years ago to divest €500 million from the coal industry by targeting companies which derive over 50% of their revenues from coal. The Group has decided to increase its divestment fivefold to reach €2.4 billion, by divesting from companies which derive more than 30% of their revenues from coal, have a coal-based energy mix that exceeds 30%, actively build new coal plants, or produce more than 20 million tonnes of coal per year."
0,risk,"There are many projections about the future growth and decline rates of fossil fuels usage. However, whether we like it or not, the reality is that the world currently remains deeply reliant upon fossil fuels for reliable energy. We treat these long-term projections with caution though, as supply, demand and pricing are driven by many inter-related variables which become increasingly difficult to predict the longer the time horizon. Additionally, technological disruption can occur quickly."
1,neural,"Most of our CO2 emissions are generated during the use phase of the vehicles. But greenhouse gas emissions are also generated in other segments of a vehicle’s life cycle, and we take that into account in our overall CO2 balance sheet. We record the key figures we need for life cycle assessments and publish them in line with the basic principles of the Greenhouse Gas Protocol."
1,neural,"The world is transitioning step by step, but the fact is that the economy (and a number of countries in particular) can’t yet do without fossil fuels, which ING also finances. There is still too little renewable energy, and experts haven’t yet been able to develop an efficient and affordable means of storing sustainable energy."
2,opp,"On September 29, 2020, adidas successfully placed its first sustainability bond as the company continued to execute on its ambitious long-term sustainability roadmap while at the same time further optimizing its capital structure and financing costs. The € 500 million bond has a term of eight years and a coupon of 0.00%. It has been listed on the Luxembourg Stock Exchange and has denominations of € 100,000."
1,neural,Training The board is receiving ongoing training to ensure their skills and knowledge are enhanced with respect to climate change. In 2020 a total of 559 employees were trained on ‘What the Covid-19 pandemic can teach us about climate change’ and ‘How climate risk affects Nedbank?' through the Nedbank Risk Business School. Various informal training sessions were also conducted. Fit-for purpose training will continue across the enterprise to ensure climate change is integrated into the various functions. This includes e-learnings for all Nedbank employees.
2,opp,"With reference to the reuse of materials, the projects created in implementation of the Group’s investment plans for the Italian motorway network provided for the reuse - within the regulatory limits - of the earth deriving from excavations, in order to mitigate the environmental impact linked mainly to the procurement of inert quarry materials and the disposal in landfills of unused materials. They are reused to create embankments, landscaping and noise-absorbing dunes, as well as for the redevelopment of degraded areas (such as abandoned quarries)."
1,neural,"The data required for emissions calculation is currently not available for the following: z Scope 1 and scope 3 as they relate to offices outside of South Africa and where there is a lack of reliable data. Emissions associated with the operation and servicing of ATMs, self-service terminals and point-of-sale devices located away from a branch or office premises, and other remote devices. Any other premises or activities owned or operated by us, but not explicitly referenced in this report, such as Nedbank kiosks in retail stores."
